N	Total Time	Average CPE
361	5742	15.91
362	6147	16.98
363	6242	17.20
364	4870	13.38
365	3755	10.29
366	3743	10.23
367	3766	10.26
368	3815	10.37
369	3782	10.25
370	3799	10.27
371	3807	10.26
372	3815	10.26
373	3810	10.21
374	3815	10.20
375	3830	10.21
376	3849	10.24
377	3883	10.30
378	3826	10.12
379	3834	10.12
380	3849	10.13
381	3850	10.10
382	3870	10.13
383	4699	12.27
384	6255	16.29
385	5982	15.54
386	6125	15.87
387	6175	15.96
388	6092	15.70
389	8791	22.60
390	8126	20.84
391	7429	19.00
392	4249	10.84
393	6684	17.01
394	4809	12.21
395	6286	15.91
396	10564	26.68
397	7767	19.56
398	7829	19.67
399	7946	19.91
400	7969	19.92
401	5710	14.24
402	5080	12.64
403	4639	11.51
404	4629	11.46
405	4650	11.48
406	4652	11.46
407	4663	11.46
408	4693	11.50
409	4692	11.47
410	4681	11.42
411	4857	11.82
412	5744	13.94
413	4731	11.46
414	4742	11.45
415	5793	13.96
416	7065	16.98
417	7634	18.31
418	6326	15.13
419	4126	9.85
420	5491	13.07
421	7410	17.60
422	6840	16.21
423	6904	16.32
424	6630	15.64
425	5575	13.12
426	5799	13.61
427	5819	13.63
428	5586	13.05
429	5593	13.04
430	5694	13.24
431	5669	13.15
432	5738	13.28
433	6165	14.24
434	6437	14.83
435	5666	13.03
436	5726	13.13
437	5734	13.12
438	5808	13.26
439	6215	14.16
440	5790	13.16
441	5840	13.24
442	6230	14.10
443	6493	14.66
444	6650	14.98
445	6606	14.84
446	4436	9.95
447	4452	9.96
448	4460	9.96
449	4465	9.94
450	4466	9.92
451	4478	9.93
452	4656	10.30
453	4495	9.92
454	4499	9.91
455	4498	9.89
456	4505	9.88
457	4513	9.88
458	4518	9.86
459	5820	12.68
460	4526	9.84
461	4731	10.26
462	4946	10.71
463	4556	9.84
464	4564	9.84
465	4572	9.83
466	4578	9.82
467	4579	9.81
468	4592	9.81
469	4601	9.81
470	4611	9.81
471	4613	9.79
472	4616	9.78
473	4624	9.78
474	4628	9.76
475	4641	9.77
476	4644	9.76
477	4647	9.74
478	4651	9.73
479	4664	9.74
480	5508	11.47
481	4692	9.75
482	4698	9.75
483	5415	11.21
484	8057	16.65
485	5672	11.69
486	4752	9.78
487	4758	9.77
488	5237	10.73
489	4783	9.78
490	4784	9.76
491	4789	9.75
492	4803	9.76
493	4807	9.75
494	4804	9.72
495	4815	9.73
496	4818	9.71
497	4827	9.71
498	4822	9.68
499	4836	9.69
500	4854	9.71
501	4616	9.21
502	4621	9.21
503	4628	9.20
504	4631	9.19
505	4627	9.16
506	4645	9.18
507	4645	9.16
508	4653	9.16
509	5738	11.27
510	4704	9.22
511	5299	10.37
512	4693	9.17
513	5301	10.33
514	5083	9.89
515	4994	9.70
516	6085	11.79
517	5004	9.68
518	7952	15.35
519	5085	9.80
520	6169	11.86
521	5718	10.98
522	5168	9.90
523	5191	9.93
524	5404	10.31
525	5124	9.76
526	5118	9.73
527	5135	9.74
528	5170	9.79
529	5106	9.65
530	5139	9.70
531	5145	9.69
532	5148	9.68
533	7083	13.29
534	5352	10.02
535	5131	9.59
536	5140	9.59
537	5145	9.58
538	5156	9.58
539	5146	9.55
540	5875	10.88
541	5747	10.62
542	5720	10.55
543	5717	10.53
544	5668	10.42
545	5672	10.41
546	5699	10.44
547	5709	10.44
548	5730	10.46
549	5683	10.35
550	5691	10.35
551	5701	10.35
552	5705	10.34
553	5710	10.33
554	5721	10.33
555	5743	10.35
556	5727	10.30
557	5736	10.30
558	5773	10.35
559	5809	10.39
560	5809	10.37
561	5818	10.37
562	5786	10.30
563	5798	10.30
564	5795	10.27
565	5791	10.25
566	5798	10.24
567	5801	10.23
568	5862	10.32
569	5854	10.29
570	5829	10.23
571	5832	10.21
572	5841	10.21
573	5842	10.20
574	5854	10.20
575	5890	10.24
576	5863	10.18
577	5872	10.18
578	5874	10.16
579	5913	10.21
580	5887	10.15
581	5903	10.16
582	5951	10.23
583	5906	10.13
584	5950	10.19
585	5974	10.21
586	5928	10.12
587	5936	10.11
588	7548	12.84
589	5849	9.93
590	6344	10.75
591	6463	10.94
592	5524	9.33
593	5534	9.33
594	5536	9.32
595	5538	9.31
596	5539	9.29
597	5552	9.30
598	5583	9.34
599	5565	9.29
600	6335	10.56
601	6074	10.11
602	6093	10.12
603	6341	10.52
604	5967	9.88
605	5650	9.34
606	6449	10.64
607	7636	12.58
608	5636	9.27
609	6597	10.83
610	6105	10.01
611	6096	9.98
612	6106	9.98
613	6125	9.99
614	6132	9.99
615	6134	9.97
616	6137	9.96
617	6144	9.96
618	6156	9.96
619	6155	9.94
620	6163	9.94
621	6168	9.93
622	6180	9.94
623	6182	9.92
624	6196	9.93
625	6200	9.92
626	6324	10.10
627	6209	9.90
628	6210	9.89
629	6219	9.89
630	6224	9.88
631	6234	9.88
632	6241	9.88
633	6254	9.88
634	6253	9.86
635	7205	11.35
636	6012	9.45
637	6201	9.73
638	9394	14.72
639	10894	17.05
640	6294	9.83
641	6293	9.82
642	6289	9.80
643	6310	9.81
644	6315	9.81
645	6322	9.80
646	6322	9.79
647	6697	10.35
648	5819	8.98
649	5829	8.98
650	5841	8.99
651	5842	8.97
652	5847	8.97
653	5852	8.96
654	5864	8.97
655	5864	8.95
656	5876	8.96
657	5872	8.94
658	5892	8.95
659	8079	12.26
660	5986	9.07
661	6009	9.09
662	6016	9.09
663	6015	9.07
664	6503	9.79
665	8781	13.20
666	6187	9.29
667	6103	9.15
668	6202	9.28
669	8468	12.66
670	7319	10.92
671	6514	9.71
672	6484	9.65
673	6509	9.67
674	6500	9.64
675	6511	9.65
676	6513	9.63
677	6513	9.62
678	6518	9.61
679	6544	9.64
680	6544	9.62
681	6546	9.61
682	6563	9.62
683	6571	9.62
684	6562	9.59
685	6573	9.60
686	6589	9.60
687	6587	9.59
688	6860	9.97
689	6592	9.57
690	6612	9.58
691	6628	9.59
692	6628	9.58
693	6632	9.57
694	6636	9.56
695	6639	9.55
696	7196	10.34
697	8205	11.77
698	7532	10.79
699	6679	9.56
700	7053	10.08
701	6718	9.58
702	6723	9.58
703	6708	9.54
704	6811	9.67
705	6733	9.55
706	6738	9.54
707	6741	9.53
708	6754	9.54
709	6769	9.55
710	6761	9.52
711	6764	9.51
712	6778	9.52
713	6783	9.51
714	6790	9.51
715	7036	9.84
716	6833	9.54
717	6820	9.51
718	6828	9.51
719	6828	9.50
720	6852	9.52
721	8209	11.39
722	6403	8.87
723	7351	10.17
724	7530	10.40
725	6874	9.48
726	6876	9.47
727	6877	9.46
728	6884	9.46
729	6894	9.46
730	6900	9.45
731	6906	9.45
732	6912	9.44
733	6922	9.44
734	6917	9.42
735	6929	9.43
736	6934	9.42
737	6940	9.42
738	6953	9.42
739	7273	9.84
740	6472	8.75
741	6477	8.74
742	6491	8.75
743	6493	8.74
744	6503	8.74
745	6535	8.77
746	6511	8.73
747	8412	11.26
748	6973	9.32
749	6985	9.33
750	6990	9.32
751	7001	9.32
752	7009	9.32
753	7010	9.31
754	7018	9.31
755	7022	9.30
756	7024	9.29
757	7035	9.29
758	7047	9.30
759	7051	9.29
760	7054	9.28
761	7061	9.28
762	7067	9.27
763	7087	9.29
764	7085	9.27
765	7096	9.28
766	10058	13.13
767	7449	9.71
768	6863	8.94
769	7363	9.57
770	7118	9.24
771	7149	9.27
772	7151	9.26
773	7168	9.27
774	7169	9.26
775	7179	9.26
776	7187	9.26
777	7193	9.26
778	7288	9.37
779	11082	14.23
780	7765	9.96
781	6754	8.65
782	6775	8.66
783	6775	8.65
784	7043	8.98
785	6769	8.62
786	6772	8.62
787	6796	8.64
788	6808	8.64
789	6786	8.60
790	7747	9.81
791	6878	8.70
792	6861	8.66
793	6900	8.70
794	6894	8.68
795	6915	8.70
796	6928	8.70
797	6921	8.68
798	7187	9.01
799	6902	8.64
800	7648	9.56
801	6862	8.57
802	6852	8.54
803	6876	8.56
804	6880	8.56
805	6896	8.57
806	7506	9.31
