N	Total Time	Average CPE
362	6141	16.96
363	6115	16.85
364	6137	16.86
365	5292	14.50
366	5967	16.30
367	5196	14.16
368	5213	14.17
369	5226	14.16
370	5246	14.18
371	5250	14.15
372	5261	14.14
373	5280	14.16
374	5292	14.15
375	5271	14.06
376	5322	14.15
377	5337	14.16
378	5353	14.16
379	5366	14.16
380	5355	14.09
381	5388	14.14
382	5410	14.16
383	5426	14.17
384	5437	14.16
385	5451	14.16
386	5470	14.17
387	5481	14.16
388	5497	14.17
389	5508	14.16
390	5526	14.17
391	5604	14.33
392	5546	14.15
393	5785	14.72
394	5723	14.53
395	5601	14.18
396	5605	14.15
397	5623	14.16
398	5630	14.15
399	5636	14.13
400	6839	17.10
401	6425	16.02
402	7384	18.37
403	5699	14.14
404	5711	14.14
405	5727	14.14
406	5734	14.12
407	5749	14.13
408	5761	14.12
409	5777	14.12
410	5801	14.15
411	5806	14.13
412	5821	14.13
413	5832	14.12
414	5846	14.12
415	5864	14.13
416	5885	14.15
417	5885	14.11
418	5896	14.11
419	5918	14.12
420	5917	14.09
421	5940	14.11
422	7682	18.20
423	5987	14.15
424	6019	14.20
425	7770	18.28
426	6052	14.21
427	8837	20.70
428	9075	21.20
429	6051	14.10
430	6072	14.12
431	6085	14.12
432	6101	14.12
433	6117	14.13
434	6132	14.13
435	6147	14.13
436	6149	14.10
437	6176	14.13
438	6177	14.10
439	6193	14.11
440	6185	14.06
441	6222	14.11
442	6234	14.10
443	6245	14.10
444	6265	14.11
445	6288	14.13
446	6316	14.16
447	6350	14.21
448	7375	16.46
449	9106	20.28
450	8676	19.28
451	7946	17.62
452	7827	17.32
453	6650	14.68
454	7097	15.63
455	7446	16.36
456	8744	19.18
457	6457	14.13
458	6459	14.10
459	6466	14.09
460	6461	14.05
461	6504	14.11
462	6507	14.08
463	6528	14.10
464	6540	14.09
465	6554	14.09
466	6726	14.43
467	6652	14.24
468	6608	14.12
469	6613	14.10
470	6620	14.09
471	6831	14.50
472	6666	14.12
473	6674	14.11
474	6679	14.09
475	6700	14.11
476	6708	14.09
477	6739	14.13
478	6733	14.09
479	6757	14.11
480	6737	14.04
481	6945	14.44
482	6873	14.26
483	6888	14.26
484	6891	14.24
485	6924	14.28
486	6920	14.24
487	6940	14.25
488	6947	14.24
489	9692	19.82
490	7007	14.30
491	7001	14.26
492	7373	14.99
493	8366	16.97
494	7035	14.24
495	7044	14.23
496	7112	14.34
497	7012	14.11
498	7035	14.13
499	7037	14.10
500	7692	15.38
501	7112	14.20
502	7154	14.25
503	7160	14.23
504	7192	14.27
505	7192	14.24
506	7210	14.25
507	7548	14.89
508	7169	14.11
509	7165	14.08
510	7180	14.08
511	7212	14.11
512	7204	14.07
513	7747	15.10
514	7246	14.10
515	7263	14.10
516	7270	14.09
517	7283	14.09
518	8764	16.92
519	7319	14.10
520	7300	14.04
521	8096	15.54
522	7373	14.12
523	7392	14.13
524	7385	14.09
525	7405	14.10
526	7441	14.15
527	7431	14.10
528	7452	14.11
529	9952	18.81
530	7563	14.27
531	7575	14.27
532	7912	14.87
533	7537	14.14
534	7534	14.11
535	7543	14.10
536	7566	14.12
537	7569	14.09
538	7592	14.11
539	7607	14.11
540	7587	14.05
541	7636	14.11
542	7645	14.11
543	7673	14.13
544	7670	14.10
545	7691	14.11
546	7712	14.12
547	7708	14.09
548	7738	14.12
549	7739	14.10
550	7782	14.15
551	7781	14.12
552	7792	14.12
553	7798	14.10
554	7813	14.10
555	7820	14.09
556	7839	14.10
557	7850	14.09
558	8118	14.55
559	8455	15.13
560	7959	14.21
561	7912	14.10
562	7936	14.12
563	7932	14.09
564	7947	14.09
565	8959	15.86
566	8722	15.41
567	9959	17.56
568	8003	14.09
569	8030	14.11
570	8070	14.16
571	8040	14.08
572	8073	14.11
573	8103	14.14
574	9307	16.21
575	9072	15.78
576	9481	16.46
577	8157	14.14
578	8171	14.14
579	8164	14.10
580	8152	14.06
581	8792	15.13
582	8303	14.27
583	8790	15.08
584	8867	15.18
585	9227	15.77
586	11213	19.13
587	8289	14.12
588	8296	14.11
589	8881	15.08
590	8328	14.12
591	8331	14.10
592	8363	14.13
593	8365	14.11
594	8398	14.14
595	8378	14.08
596	8422	14.13
597	8413	14.09
598	8464	14.15
599	8450	14.11
600	8575	14.29
601	8582	14.28
602	8570	14.24
603	8577	14.22
604	8504	14.08
605	8867	14.66
606	8547	14.10
607	9077	14.95
608	8670	14.26
609	10757	17.66
610	14259	23.38
611	15266	24.99
612	18177	29.70
613	11459	18.69
614	9571	15.59
615	8661	14.08
616	8683	14.10
617	8684	14.07
618	8704	14.08
619	8715	14.08
620	8686	14.01
621	8768	14.12
622	8760	14.08
623	8767	14.07
624	10610	17.00
625	9732	15.57
626	8813	14.08
627	8824	14.07
628	8863	14.11
629	8862	14.09
630	8888	14.11
631	8894	14.10
632	8906	14.09
633	8927	14.10
634	8928	14.08
635	8968	14.12
636	8960	14.09
637	8992	14.12
638	8988	14.09
639	9079	14.21
640	9072	14.18
641	9129	14.24
642	9154	14.26
643	9528	14.82
644	9243	14.35
645	11198	17.36
646	11803	18.27
647	9129	14.11
648	9132	14.09
649	9161	14.12
650	9399	14.46
651	9186	14.11
652	9422	14.45
653	9184	14.06
654	9222	14.10
655	9238	14.10
656	9313	14.20
657	9418	14.33
