N	Total Time	Average CPE
358	57930	161.82
359	55805	155.45
360	54140	150.39
361	54419	150.75
362	54684	151.06
363	54976	151.45
364	62890	172.77
365	56954	156.04
366	55843	152.58
367	56179	153.08
368	56452	153.40
369	56736	153.76
370	58577	158.32
371	57086	153.87
372	59073	158.80
373	57788	154.93
374	58123	155.41
375	58312	155.50
376	58629	155.93
377	58915	156.27
378	59180	156.56
379	59779	157.73
380	60031	157.98
381	71035	186.44
382	61821	161.84
383	61323	160.11
384	62051	161.59
385	69036	179.31
386	61274	158.74
387	61669	159.35
388	65617	169.12
389	62973	161.88
390	63234	162.14
391	65081	166.45
392	63110	160.99
393	63349	161.19
394	65848	167.13
395	66538	168.45
396	65011	164.17
397	65244	164.34
398	66129	166.15
399	65754	164.80
400	67956	169.89
401	71431	178.13
402	65621	163.24
403	65883	163.48
404	66207	163.88
405	66555	164.33
406	68393	168.46
407	70750	173.83
408	69970	171.50
409	67609	165.30
410	67817	165.41
411	68769	167.32
412	68621	166.56
413	70537	170.79
414	69316	167.43
415	73050	176.02
416	87459	210.24
417	70033	167.94
418	74241	177.61
419	74114	176.88
420	73962	176.10
421	86629	205.77
422	73279	173.65
423	72549	171.51
424	72955	172.06
425	73635	173.26
426	73666	172.92
427	80384	188.25
428	75769	177.03
429	73910	172.28
430	74157	172.46
431	75596	175.40
432	74692	172.90
433	76474	176.61
434	77047	177.53
435	77157	177.37
436	79037	181.28
437	79653	182.27
438	78115	178.34
439	77117	175.67
440	77356	175.81
441	79748	180.83
442	78150	176.81
443	78304	176.76
444	78584	176.99
445	80519	180.94
446	79072	177.29
447	79262	177.32
448	80393	179.45
449	80819	180.00
450	80939	179.86
451	81547	180.81
452	82852	183.30
453	87032	192.12
454	90928	200.28
455	83546	183.62
456	83463	183.03
457	83291	182.26
458	83413	182.12
459	84878	184.92
460	83830	182.24
461	88217	191.36
462	84688	183.31
463	84292	182.06
464	84617	182.36
465	84996	182.79
466	85853	184.23
467	85978	184.11
468	92908	198.52
469	87699	186.99
470	87072	185.26
471	109082	231.60
472	92997	197.03
473	87776	185.57
474	88212	186.10
475	88708	186.75
476	92463	194.25
477	89364	187.35
478	94349	197.38
479	89781	187.43
480	90256	188.03
481	90534	188.22
482	100322	208.14
483	91968	190.41
484	91665	189.39
485	92710	191.15
486	97146	199.89
487	95118	195.31
488	93763	192.14
489	94060	192.35
490	95550	195.00
491	96191	195.91
492	95179	193.45
493	98579	199.96
494	96510	195.36
495	99425	200.86
496	97895	197.37
497	96166	193.49
498	96505	193.79
499	97700	195.79
500	99162	198.32
501	101125	201.85
502	97929	195.08
503	108037	214.79
504	99496	197.41
505	100313	198.64
506	99855	197.34
507	101649	200.49
508	100870	198.56
509	107912	212.01
510	101369	198.76
511	102344	200.28
512	101449	198.14
513	104969	204.62
514	106639	207.47
515	116970	227.13
516	112387	217.80
517	109425	211.65
518	108013	208.52
519	105153	202.61
520	105137	202.19
521	113630	218.10
522	113862	218.13
523	108103	206.70
524	107560	205.27
525	109425	208.43
526	109519	208.21
527	109053	206.93
528	110791	209.83
529	109902	207.75
530	109617	206.82
531	110775	208.62
532	110390	207.50
533	111194	208.62
534	110739	207.38
535	115710	216.28
536	111714	208.42
537	111433	207.51
538	111617	207.47
539	113735	211.01
540	112488	208.31
541	114359	211.38
542	115209	212.56
543	114517	210.90
544	116690	214.50
545	119195	218.71
546	115806	212.10
547	116834	213.59
548	125734	229.44
549	118778	216.35
550	117300	213.27
551	119144	216.23
552	121498	220.11
553	121882	220.40
554	119437	215.59
555	127307	229.38
556	121418	218.38
557	121684	218.46
558	119455	214.08
559	121099	216.64
560	129408	231.09
561	120973	215.64
562	121196	215.65
563	121544	215.89
564	123712	219.35
565	126604	224.08
566	129788	229.31
567	123264	217.40
568	124580	219.33
569	123684	217.37
570	125724	220.57
571	125223	219.30
572	135095	236.18
573	125903	219.73
574	125527	218.69
575	127362	221.50
576	133220	231.28
577	130905	226.87
578	130449	225.69
579	128067	221.19
580	128668	221.84
581	131206	225.83
582	133454	229.30
583	129204	221.62
584	129739	222.16
585	132019	225.67
586	133077	227.09
587	135196	230.32
588	137330	233.55
589	132117	224.31
590	132483	224.55
591	133117	225.24
592	135232	228.43
593	137705	232.22
594	142480	239.87
595	137616	231.29
596	140263	235.34
597	135115	226.32
598	136595	228.42
599	142569	238.01
600	137721	229.53
601	138707	230.79
602	138891	230.72
603	137665	228.30
604	140553	232.70
605	139219	230.11
606	139216	229.73
607	140236	231.03
608	141266	232.35
609	140072	230.00
610	157195	257.70
611	146708	240.11
612	141224	230.76
613	141756	231.25
614	152048	247.64
615	177877	289.23
616	144310	234.27
617	147655	239.31
618	145990	236.23
619	153727	248.35
620	149020	240.35
621	145775	234.74
622	147143	236.56
623	162986	261.61
624	153134	245.41
625	148861	238.18
626	147580	235.75
627	150966	240.78
628	149225	237.62
629	151538	240.92
630	151071	239.80
631	150393	238.34
632	157487	249.19
633	151339	239.08
634	156156	246.30
635	150872	237.59
636	151482	238.18
637	153553	241.06
638	153991	241.37
639	153062	239.53
640	156599	244.69
641	157618	245.89
642	155006	241.44
643	156404	243.24
644	156840	243.54
645	156515	242.66
646	156202	241.80
647	157231	243.02
648	157206	242.60
649	165103	254.40
650	163913	252.17
651	159119	244.42
652	160175	245.67
653	165485	253.42
654	162130	247.91
655	163479	249.59
656	161723	246.53
657	172543	262.62
658	163836	248.99
659	164607	249.78
660	164702	249.55
661	165155	249.86
662	179521	271.18
663	164162	247.60
664	165873	249.81
665	170793	256.83
666	165489	248.48
667	178609	267.78
668	166962	249.94
669	167737	250.73
670	169979	253.70
671	168197	250.67
672	169392	252.07
673	176965	262.95
674	174412	258.77
675	169946	251.77
676	173754	257.03
677	175245	258.86
678	173846	256.41
679	172469	254.00
680	181814	267.37
681	176668	259.42
682	174233	255.47
683	180813	264.73
684	174142	254.59
685	176169	257.18
686	175041	255.16
687	178038	259.15
688	182591	265.39
689	176374	255.99
690	176580	255.91
691	185130	267.92
692	177595	256.64
693	182196	262.91
694	179648	258.86
695	183288	263.72
696	179162	257.42
697	182291	261.54
698	183842	263.38
699	180365	258.03
700	182308	260.44
701	182186	259.89
702	202445	288.38
703	189589	269.69
704	187472	266.30
705	186213	264.13
706	187006	264.88
707	188066	266.01
708	203611	287.59
709	188301	265.59
710	186560	262.76
711	201487	283.39
712	187567	263.44
713	189538	265.83
714	194391	272.26
715	189630	265.22
716	198520	277.26
717	192305	268.21
718	192709	268.40
719	199929	278.07
720	192567	267.45
721	192721	267.30
722	225405	312.20
723	224275	310.20
724	193121	266.74
725	195057	269.04
726	201957	278.18
727	194479	267.51
728	197306	271.02
729	198701	272.57
730	247739	339.37
731	196390	268.66
732	232309	317.36
733	206459	281.66
734	212349	289.30
735	200086	272.23
736	210627	286.18
737	201996	274.08
738	200840	272.14
739	205421	277.97
740	204954	276.96
741	203748	274.96
742	203916	274.82
743	209866	282.46
744	203544	273.58
745	204189	274.08
746	205712	275.75
747	205324	274.86
748	205714	275.02
749	212798	284.11
750	215560	287.41
751	210995	280.95
752	207502	275.93
753	209307	277.96
754	211138	280.02
755	216644	286.95
756	209842	277.57
757	211900	279.92
758	217908	287.48
759	210211	276.96
760	213984	281.56
761	249411	327.74
762	219040	287.45
763	214456	281.07
764	226628	296.63
765	217237	283.97
766	215777	281.69
767	220398	287.35
768	215985	281.23
769	218540	284.19
770	221016	287.03
771	217252	281.78
772	217238	281.40
773	229854	297.35
774	223007	288.12
775	221465	285.76
776	220785	284.52
777	223832	288.07
778	228067	293.15
779	229226	294.26
780	223191	286.14
781	229789	294.22
782	224403	286.96
783	226264	288.97
784	226746	289.22
785	229181	291.95
786	226202	287.79
787	229519	291.64
788	228465	289.93
789	228866	290.07
790	231944	293.60
791	240264	303.75
792	230999	291.67
793	232538	293.24
794	248025	312.37
795	230500	289.94
796	239687	301.11
797	273019	342.56
798	233889	293.09
799	239418	299.65
800	260973	326.22
801	233716	291.78
802	242235	302.04
803	241073	300.22
804	234811	292.05
805	237135	294.58
806	259844	322.39
807	252753	313.20
808	237143	293.49
809	257928	318.82
810	238038	293.87
811	243169	299.84
812	244722	301.38
813	249577	306.98
814	242508	297.92
815	252323	309.60
816	241626	296.11
817	244359	299.09
818	256337	313.37
819	243676	297.53
820	245611	299.53
821	248876	303.14
822	245858	299.10
823	250117	303.91
824	248575	301.67
825	252613	306.20
826	248031	300.28
827	251961	304.67
828	248860	300.56
829	256233	309.09
830	255847	308.25
831	249636	300.40
832	254868	306.33
833	253325	304.11
834	258861	310.38
835	254910	305.28
836	259277	310.14
837	255573	305.34
838	258141	308.04
839	263076	313.56
840	256177	304.97
841	270721	321.90
842	257859	306.25
843	260423	308.92
844	263157	311.80
845	258606	306.04
846	261383	308.96
847	263428	311.01
848	265020	312.52
849	281600	331.68
850	296016	348.25
851	263727	309.90
852	266627	312.94
853	265221	310.93
854	272207	318.74
855	270667	316.57
856	265041	309.63
857	269998	315.05
858	267850	312.18
859	278907	324.69
860	267921	311.54
861	273423	317.56
862	268790	311.82
863	270952	313.97
864	274820	318.08
865	270743	313.00
866	282092	325.74
867	272538	314.35
868	274622	316.38
869	278956	321.01
870	276133	317.39
871	275761	316.60
872	279250	320.24
873	276652	316.90
874	294733	337.22
875	276302	315.77
876	279625	319.21
877	277944	316.93
878	283453	322.84
879	279714	318.22
880	279112	317.17
881	278071	315.63
882	278935	316.25
883	288331	326.54
884	282408	319.47
885	285393	322.48
886	285380	322.10
887	283891	320.06
888	292015	328.85
889	293656	330.32
890	296609	333.27
891	288255	323.52
892	294340	329.98
893	288984	323.61
894	289559	323.89
895	296836	331.66
896	288276	321.74
897	317329	353.77
898	291874	325.03
899	293026	325.95
900	296156	329.06
901	304203	337.63
902	295730	327.86
903	293000	324.47
904	294978	326.30
905	318235	351.64
906	302502	333.89
907	306318	337.73
908	296490	326.53
909	309114	340.06
910	301610	331.44
911	299716	329.00
912	421037	461.66
913	371117	406.48
914	322374	352.71
915	300266	328.16
916	312115	340.74
917	302110	329.45
918	308768	336.35
919	311573	339.03
920	305264	331.81
921	307078	333.42
922	303871	329.58
923	319695	346.37
924	309955	335.45
925	306737	331.61
926	311120	335.98
927	310269	334.70
928	308699	332.65
929	308797	332.40
930	314315	337.97
931	323030	346.97
932	311590	334.32
933	321474	344.56
934	310893	332.86
935	317477	339.55
936	322731	344.80
937	318156	339.55
938	325639	347.16
939	318989	339.71
940	319827	340.24
941	327478	348.01
942	318313	337.91
943	317402	336.59
944	326971	346.37
945	323656	342.49
946	322878	341.31
947	327074	345.38
948	335442	353.84
949	329688	347.41
950	322685	339.67
951	328497	345.42
952	334506	351.37
953	324362	340.36
954	334579	350.71
955	331384	347.00
956	341356	357.07
957	331128	346.01
958	333170	347.78
959	328165	342.19
960	340916	355.12
961	331011	344.44
962	334479	347.69
963	329707	342.37
964	341804	354.57
965	340839	353.20
966	334426	346.20
967	340908	352.54
968	341318	352.60
969	340733	351.63
970	335899	346.29
971	343941	354.21
972	339355	349.13
973	337223	346.58
974	344499	353.70
975	343103	351.90
976	345496	353.99
977	341209	349.24
978	346854	354.66
979	341592	348.92
980	357173	364.46
981	345795	352.49
982	351189	357.63
983	346343	352.33
984	347944	353.60
985	349284	354.60
986	346110	351.02
987	351677	356.31
988	352399	356.68
989	354036	357.97
990	349125	352.65
991	358579	361.84
992	348860	351.67
993	360365	362.91
994	352287	354.41
995	361759	363.58
996	354729	356.15
997	363139	364.23
998	356271	356.98
999	357776	358.13
1000	359550	359.55
1001	356626	356.27
1002	359147	358.43
1003	369161	368.06
1004	377374	375.87
1005	369588	367.75
1006	374963	372.73
1007	388622	385.92
1008	360334	357.47
1009	367158	363.88
1010	369404	365.75
1011	363012	359.06
1012	365032	360.70
1013	371438	366.67
1014	365234	360.19
1015	372447	366.94
1016	369411	363.59
1017	391128	384.59
1018	366986	360.50
1019	594291	583.21
1020	463637	454.55
1021	372388	364.73
1022	393380	384.91
1023	372012	363.65
1024	377362	368.52
1025	532063	519.09
1026	451594	440.15
1027	376995	367.08
1028	386583	376.05
1029	380301	369.58
1030	388110	376.81
1031	378088	366.72
1032	384837	372.90
1033	386116	373.78
1034	385979	373.29
1035	386579	373.51
1036	381396	368.14
1037	397030	382.86
1038	387273	373.10
1039	389597	374.97
1040	391949	376.87
1041	444937	427.41
1042	385143	369.62
1043	399278	382.82
1044	391953	375.43
1045	395448	378.42
1046	391974	374.74
1047	392688	375.06
1048	394650	376.57
1049	405319	386.39
1050	410754	391.19
1051	390904	371.94
1052	396911	377.29
1053	393848	374.02
1054	407240	386.38
1055	397509	376.79
1056	399732	378.53
1057	396335	374.96
1058	398500	376.65
1059	402396	379.98
1060	406262	383.27
1061	398722	375.80
1062	417015	392.67
1063	403117	379.23
1064	407467	382.96
1065	410672	385.61
1066	400739	375.93
1067	424141	397.51
1068	405189	379.39
1069	414009	387.29
1070	408141	381.44
1071	408340	381.27
1072	409892	382.36
1073	426255	397.26
1074	416769	388.05
1075	411531	382.82
1076	421041	391.30
1077	434497	403.43
1078	418827	388.52
1079	415893	385.44
1080	428030	396.32
1081	414903	383.81
1082	423089	391.02
1083	425991	393.34
1084	416460	384.19
1085	418987	386.16
1086	423543	390.00
1087	422552	388.73
1088	424055	389.76
1089	437484	401.73
1090	436740	400.68
1091	422118	386.91
1092	423993	388.27
1093	420635	384.84
1094	429063	392.20
1095	426699	389.68
1096	429158	391.57
1097	436065	397.51
1098	425155	387.21
1099	465827	423.86
1100	440116	400.11
1101	433330	393.58
1102	441235	400.39
1103	448384	406.51
1104	446521	404.46
1105	433357	392.18
1106	434499	392.86
1107	431091	389.42
1108	441888	398.82
1109	446174	402.32
1110	435985	392.78
1111	451546	406.43
1112	448482	403.31
1113	449987	404.30
1114	463268	415.86
1115	441909	396.33
1116	439367	393.70
1117	447604	400.72
1118	441576	394.97
1119	446559	399.07
1120	462181	412.66
1121	450940	402.27
1122	449363	400.50
1123	455730	405.81
1124	454461	404.32
1125	446530	396.92
1126	452640	401.99
1127	449529	398.87
1128	449739	398.70
1129	476101	421.70
1130	453819	401.61
1131	453907	401.33
1132	466873	412.43
1133	453678	400.42
1134	457630	403.55
1135	467284	411.70
1136	460528	405.39
1137	459099	403.78
1138	462213	406.16
1139	472900	415.19
1140	464521	407.47
1141	466608	408.95
1142	471072	412.50
1143	476569	416.95
1144	512760	448.22
1145	494424	431.81
1146	469888	410.02
1147	461126	402.03
1148	462900	403.22
1149	474455	412.93
1150	470854	409.44
1151	470109	408.44
1152	472725	410.35
1153	476557	413.32
1154	471878	408.91
1155	476742	412.76
1156	512433	443.28
1157	476091	411.49
1158	472995	408.46
1159	473687	408.70
1160	479521	413.38
1161	482919	415.95
1162	487714	419.72
1163	486731	418.51
1164	485380	416.99
1165	481423	413.24
1166	483221	414.43
1167	481789	412.84
1168	484273	414.62
1169	487438	416.97
1170	492559	420.99
1171	508808	434.51
1172	487011	415.54
1173	489233	417.08
1174	520117	443.03
1175	496455	422.51
1176	487801	414.80
1177	491685	417.74
1178	487924	414.20
1179	506663	429.74
1180	492314	417.22
1181	499007	422.53
1182	504344	426.69
1183	495542	418.89
1184	501571	423.62
1185	509022	429.55
1186	497788	419.72
1187	502657	423.47
1188	498991	420.03
1189	498025	418.86
1190	505859	425.09
1191	504045	423.21
1192	509997	427.85
1193	508073	425.88
1194	507337	424.91
1195	510910	427.54
1196	504220	421.59
1197	501621	419.07
1198	514705	429.64
1199	504162	420.49
1200	511533	426.28
1201	520445	433.34
1202	509585	423.95
1203	537051	446.43
1204	525696	436.62
1205	515628	427.91
1206	518966	430.32
1207	521559	432.11
1208	519637	430.16
1209	516156	426.93
1210	522782	432.05
1211	532600	439.80
1212	515414	425.26
1213	518537	427.48
1214	518954	427.47
1215	520486	428.38
1216	525081	431.81
1217	527526	433.46
1218	522320	428.83
1219	529355	434.25
1220	538393	441.31
1221	548465	449.19
1222	524070	428.86
1223	536093	438.34
