N	Total Time	Average CPE
359	5179	14.43
360	4880	13.56
361	4898	13.57
362	4905	13.55
363	4917	13.55
364	4911	13.49
365	5626	15.41
366	6425	17.55
367	6353	17.31
368	5092	13.84
369	5159	13.98
370	5313	14.36
371	5333	14.37
372	5301	14.25
373	5549	14.88
374	5252	14.04
375	5304	14.14
376	5207	13.85
377	17221	45.68
378	5022	13.29
379	5015	13.23
380	5049	13.29
381	5060	13.28
382	5080	13.30
383	5073	13.25
384	5079	13.23
385	5089	13.22
386	5102	13.22
387	5111	13.21
388	7843	20.21
389	5962	15.33
390	7450	19.10
391	6223	15.92
392	5147	13.13
393	5175	13.17
394	5184	13.16
395	5190	13.14
396	5179	13.08
397	5537	13.95
398	5163	12.97
399	5176	12.97
400	5653	14.13
401	5180	12.92
402	5197	12.93
403	5200	12.90
404	5215	12.91
405	5222	12.89
406	5232	12.89
407	5238	12.87
408	5267	12.91
409	5265	12.87
410	5284	12.89
411	5311	12.92
412	5308	12.88
413	5324	12.89
414	5327	12.87
415	5336	12.86
416	5350	12.86
417	5361	12.86
418	5369	12.84
419	5378	12.84
420	5388	12.83
421	5769	13.70
422	5698	13.50
423	5454	12.89
424	5430	12.81
425	6438	15.15
426	9383	22.03
427	7005	16.41
428	28714	67.09
429	9047	21.09
430	6552	15.24
431	391824	909.10
432	9345	21.63
433	9227	21.31
434	9231	21.27
435	8999	20.69
436	8862	20.33
437	15405	35.25
438	7758	17.71
439	5674	12.92
440	5673	12.89
441	5660	12.83
442	5677	12.84
443	5689	12.84
444	5712	12.86
445	5738	12.89
446	7023	15.75
447	7492	16.76
448	17048	38.05
449	7362	16.40
450	5750	12.78
451	5761	12.77
452	5786	12.80
453	6649	14.68
454	6515	14.35
455	5841	12.84
456	6082	13.34
457	5857	12.82
458	15769	34.43
459	9560	20.83
460	10190	22.15
461	15090	32.73
462	8772	18.99
463	9329	20.15
464	9286	20.01
465	13781	29.64
466	5864	12.58
467	6074	13.01
468	5897	12.60
469	5902	12.58
470	6107	12.99
471	5949	12.63
472	8414	17.83
473	13250	28.01
474	14208	29.97
475	10041	21.14
476	9418	19.79
477	12272	25.73
478	9575	20.03
479	9553	19.94
480	9524	19.84
481	9575	19.91
482	9576	19.87
483	9542	19.76
484	9590	19.81
485	9671	19.94
486	9685	19.93
487	9668	19.85
488	7475	15.32
489	7326	14.98
490	8907	18.18
491	10881	22.16
492	7813	15.88
493	106404	215.83
494	25486	51.59
495	73483	148.45
496	10270	20.71
497	13288	26.74
498	13007	26.12
499	9574	19.19
500	10042	20.08
501	10273	20.50
502	9611	19.15
503	10048	19.98
504	8361	16.59
505	6707	13.28
506	6275	12.40
507	6286	12.40
508	6301	12.40
509	6330	12.44
510	6342	12.44
511	6345	12.42
512	6359	12.42
513	6981	13.61
514	10594	20.61
515	8163	15.85
